,popular
68632,0
1569,0
39974,1
7029,0
78705,0
70240,1
69714,0
41384,0
80419,1
69824,0
37828,1
100693,0
14419,0
106525,0
96701,0
55113,1
75694,0
60511,0
41303,0
73237,1
79010,0
111105,1
14917,0
5247,1
7392,0
111238,1
21501,1
112320,1
75914,0
44250,1
25257,1
12033,1
52377,0
61742,0
105401,0
110100,1
35510,1
7079,0
21426,1
16808,0
54085,0
6081,0
38579,0
18536,0
90355,1
60609,0
28790,0
18858,0
4624,1
85338,1
17545,1
25879,0
58412,0
22548,0
23407,1
33354,1
4682,1
62307,1
73685,0
69530,0
10683,0
42098,0
49606,1
109340,0
82227,0
5807,1
97808,1
49584,0
83604,1
96488,1
113675,1
41182,0
37867,1
72226,1
6716,0
106871,1
105833,0
93645,0
80467,1
61639,0
98411,1
51435,0
39627,1
47614,1
35109,1
110979,1
14274,1
82778,0
11126,0
93374,0
23847,0
50163,0
58878,0
15176,1
26201,1
16421,1
17121,1
70042,0
63770,0
97697,1
90529,0
112622,1
46804,1
74520,1
65294,1
58233,0
97208,1
66889,0
85723,1
113536,1
35946,1
78307,0
49501,1
101375,1
25636,0
13156,1
17382,1
7117,0
10740,0
35982,1
16392,0
107565,1
50018,1
43818,1
49487,0
90909,1
70220,1
84853,1
101350,1
52523,0
83484,1
14798,0
68946,1
22189,0
17639,0
95002,0
112457,1
66082,0
50350,1
92406,0
571,0
40654,1
80423,1
98485,0
30816,1
69483,0
32386,1
55795,1
75705,0
84560,1
5991,0
77841,1
95565,0
59249,0
26530,0
6214,0
95381,0
58304,1
75308,1
67888,0
30615,1
65169,1
93710,0
75437,0
35939,1
5364,1
18699,0
33608,1
42419,0
61223,0
46155,1
50212,0
55905,1
54684,0
49018,0
110550,1
30306,1
50235,0
58737,0
56686,0
76513,0
36637,0
59994,0
66642,0
27286,0
66431,0
39723,1
45288,0
18181,0
93847,0
39063,0
62783,1
108764,0
108093,0
63937,0
75004,1
77297,1
30774,1
28805,1
26966,0
93890,0
112600,1
16117,0
6015,1
44201,1
38206,1
64290,0
4304,1
20915,1
18511,0
29981,1
20903,1
43444,0
104572,1
95789,0
85521,1
38735,0
27722,0
93399,0
110473,0
93046,0
52452,0
2930,1
69618,0
23596,1
105304,1
48579,0
33432,1
35507,1
34943,0
76798,0
87784,1
30745,1
108057,0
31744,0
100942,0
85842,1
112374,1
51267,1
42815,0
113154,1
54849,0
18375,0
76712,0
206,1
27538,0
104617,0
27574,0
98664,0
18841,0
112178,1
32471,1
26668,0
3745,0
68959,1
113626,1
70109,1
1615,0
44925,0
61555,0
54633,0
77511,1
99584,0
109464,1
106173,1
22267,0
46038,0
93243,0
72863,1
85373,1
66325,0
83638,1
16329,0
113325,1
34060,1
40667,1
9546,1
62910,1
807,1
46932,0
57421,1
18024,0
72281,1
100937,0
34077,1
60652,0
84935,1
72688,0
35772,1
22865,0
4885,0
41888,0
14116,1
13090,0
8862,1
35086,1
13674,0
16519,0
6066,0
61805,0
9675,1
86902,1
72494,0
98891,1
111973,0
13497,0
37621,1
83828,1
44713,1
98503,1
23423,1
85529,1
13395,0
105457,0
54240,0
19683,0
61948,0
71357,1
35474,1
10857,1
52159,0
99988,1
44341,1
33452,1
28728,1
107725,0
82627,0
23218,1
93863,0
35330,1
92644,0
101016,0
1806,0
112502,1
60643,0
19737,1
7175,0
104337,0
34285,1
68968,1
96144,1
71699,1
77364,1
83455,1
18116,0
66129,0
94664,1
50562,0
59434,0
21105,1
95215,0
42291,0
83556,1
5215,1
74822,1
65626,1
60333,0
112207,1
171,1
83462,1
53756,1
14374,0
110381,1
44293,1
42190,0
111102,1
34138,1
23769,1
27999,0
61801,1
31384,1
27104,1
15064,1
39912,1
95733,0
38672,0
98836,0
61653,0
96480,1
13475,0
15423,1
107245,1
73351,1
58833,0
10545,0
98262,0
17652,1
1370,0
76050,1
11557,1
52696,0
84903,1
108911,0
100330,1
92992,0
96319,1
673,1
37659,1
69868,0
83674,1
10525,0
83180,1
62344,1
15073,1
42208,0
113151,1
83192,0
917,0
23624,1
4965,0
70357,1
75718,0
96113,1
45279,0
10764,0
76326,0
109801,0
81985,1
87213,1
75152,1
113753,1
7684,0
65878,1
53380,0
36423,1
95574,0
83740,1
98246,0
3093,0
6863,0
73918,0
35788,1
71529,1
32950,1
112889,1
42063,0
43904,1
76581,0
52321,0
73813,1
9393,1
10440,0
72473,1
54516,0
111427,1
109264,1
33225,1
85356,1
78390,0
42446,0
98821,0
23542,0
26459,0
108586,0
98799,0
90665,1
65782,1
32213,1
35954,1
23173,1
25882,0
65606,1
42524,0
105898,0
10121,0
67792,0
39564,1
112911,1
34655,0
16701,0
55532,1
8823,1
50573,0
30865,0
28963,1
56328,1
21649,0
28453,1
2383,0
67244,0
96878,1
67818,0
79146,0
94096,1
10317,0
98000,1
93289,0
113256,1
27309,0
97084,1
32394,1
8097,0
61809,0
93591,0
44601,1
45231,0
111843,0
83377,1
52311,0
58755,0
83170,1
60917,0
37524,1
2576,1
21943,0
37663,1
67292,0
93126,0
91832,0
21472,1
50368,0
10651,1
67768,0
104589,0
9200,1
46315,0
107582,0
52002,1
4923,1
49446,0
1989,0
73826,1
17094,0
90596,0
5609,1
32352,0
27729,0
13217,0
69465,0
8897,0
54467,0
27673,0
35734,1
685,0
27920,0
69927,0
18184,0
75291,0
105843,0
104953,1
109118,1
13107,0
75629,0
54106,0
41397,0
94457,1
40515,1
85514,1
78622,0
74402,1
1190,0
110190,1
37888,1
110788,1
9972,1
51769,1
25110,1
21988,0
12667,1
56574,1
17183,0
40899,1
110774,1
108537,0
107110,1
66805,0
70150,1
38405,1
52529,0
18656,0
20572,0
58865,0
95420,0
6394,0
51444,0
105781,0
16756,0
46845,0
60674,0
85420,1
107643,0
2150,1
47217,1
104126,1
98340,0
70022,1
6429,0
104910,0
90171,1
44913,1
108525,0
93690,0
37629,1
113907,1
98057,1
40929,1
45946,0
11766,1
17116,1
85375,1
21757,1
15285,1
84056,0
65191,1
52599,0
104362,1
48377,0
19762,1
38267,1
21870,0
40692,1
562,1
9971,1
80546,1
71875,1
5453,1
1653,1
18470,0
24426,0
73271,1
15021,1
46062,1
46943,0
50377,0
79614,1
60606,0
41870,0
51199,0
58802,1
43272,0
36947,0
38533,1
45788,0
109812,1
90242,1
77534,1
59650,0
41167,0
112830,1
13657,0
74348,1
111126,1
70916,1
28774,1
113929,1
42043,0
13928,0
8413,1
19780,1
48151,1
23601,1
92662,0
44893,0
18564,0
48424,0
62905,1
66389,0
49285,0
17905,0
41552,1
58720,0
47694,1
46495,0
78972,0
4872,1
37735,1
110987,0
105180,1
23464,1
43875,1
66589,0
91984,0
52488,0
31010,1
12799,0
91926,0
46419,0
652,1
87803,1
65026,1
35015,1
94700,1
104492,0
70303,1
60989,0
18847,0
49039,0
97980,1
85201,1
10576,0
49286,0
78428,0
69437,0
22615,0
27272,0
15911,1
34461,1
90762,0
96202,0
92409,1
63811,0
35252,1
24966,0
1777,0
72434,0
79424,1
20765,0
94437,1
97863,1
90881,0
111152,1
59807,0
98752,1
41431,0
66515,0
41988,0
84511,1
47254,1
80863,1
30652,1
38075,1
11109,1
82464,0
105327,0
73265,1
4753,1
23974,1
75160,1
95362,0
73382,1
41868,0
26273,0
82592,0
22784,0
44349,1
76337,0
54280,0
15333,1
42918,0
5239,1
47915,1
54338,0
100397,1
59678,0
27594,0
95453,0
44302,0
26326,0
110154,1
67041,0
74949,0
15512,1
78454,0
92963,0
71733,1
44635,1
58127,1
87695,1
108601,0
13571,0
51781,1
23550,1
38595,0
8349,0
108411,0
113294,1
99480,1
38444,0
80073,1
18850,0
7625,0
9422,1
107397,0
49588,0
66582,0
25027,0
7910,0
35104,1
16153,0
45901,1
93852,0
92761,1
13830,0
72262,1
66740,0
104095,0
100548,1
66191,0
7853,1
49104,1
90249,1
13553,1
83500,1
97140,1
5126,1
76238,0
16529,1
55940,1
19240,0
66370,0
100785,0
2269,0
27331,0
83255,1
35077,1
20108,1
111872,1
38760,0
31301,1
109547,0
59400,0
60963,0
60519,0
5357,1
76323,0
50868,1
81895,1
77908,1
99464,1
61687,0
78566,0
63799,0
95328,0
40398,1
55436,1
36367,1
90837,0
34576,1
75309,0
111560,1
76533,0
10493,0
40757,1
38940,0
55821,1
111723,0
70808,1
75700,1
65728,1
4124,1
58300,0
28305,1
79244,1
73757,1
105059,1
17468,1
40870,1
49590,0
43852,0
88751,1
63196,1
7050,0
43180,0
61210,0
42775,0
2326,0
74359,1
58173,1
108979,0
63717,0
75483,0
55924,1
1996,0
21315,1
28245,1
98696,0
98623,0
62264,1
49666,0
95606,0
80327,1
69007,1
113010,1
104801,1
48520,0
49335,0
9882,1
59269,0
13884,0
27889,0
6837,0
29824,1
27132,0
47872,1
75721,0
104552,1
4545,0
45736,0
33837,1
75231,0
77416,1
60813,0
34089,1
49463,0
22243,0
69845,0
109737,0
76637,0
101107,0
97487,1
92717,1
746,0
69997,0
36202,1
43810,1
61800,0
72183,1
6508,0
105557,0
14200,1
51938,1
3108,0
33465,1
77666,1
21533,0
11672,1
41966,0
96820,1
98266,0
27357,1
65014,1
49138,0
113394,1
97320,1
11120,1
5984,0
107746,0
112462,1
30498,0
104226,0
17665,0
70911,1
113990,0
5484,1
77427,1
85766,1
54533,0
113858,1
51661,1
98942,0
78391,0
51041,1
23905,1
11299,1
37933,1
58305,0
92571,0
106807,1
75296,0
111468,0
100135,1
72358,1
44785,0
69944,0
104934,0
9042,1
111555,1
107897,0
35211,1
10263,0
46624,0
33939,0
38717,0
31579,1
38537,0
112721,1
37244,1
90450,1
87623,1
20453,1
46158,0
101810,0
108784,0
76312,0
78682,0
13653,0
97893,1
12369,1
25683,0
99008,1
72556,1
22365,0
105796,0
8281,0
44220,1
90379,0
66331,0
2270,0
42399,0
19668,1
85041,0
110281,1
28332,1
106669,1
51139,1
19902,1
38216,1
21681,0
78285,0
77366,1
70201,1
24374,0
1311,0
107654,1
15957,1
87604,1
14399,1
16703,0
68969,1
108079,0
14651,0
9861,1
63645,0
65343,1
19041,0
969,1
67707,0
101686,0
66266,0
58136,0
4583,1
112054,1
98192,1
75244,0
77060,1
42141,0
82131,0
28866,1
54347,0
13288,0
4378,1
83631,0
104561,1
21093,0
68944,1
54502,0
85747,1
16375,0
104998,0
1657,0
105972,0
112411,1
45869,0
4191,0
104419,0
2791,1
68684,0
97328,1
27193,0
6244,0
75142,0
63586,1
8331,0
87453,1
96101,0
97474,1
98550,1
40717,1
36105,1
9899,1
113299,1
69812,0
39804,1
80061,1
11408,1
47122,0
60784,0
4590,0
87754,1
75977,0
2364,1
82442,0
21731,0
26293,0
93870,0
58314,1
702,1
5304,1
75118,1
93549,0
9474,1
66089,0
1857,1
15321,1
42283,0
62490,1
54418,0
34385,1
82773,0
28598,0
21371,0
108530,0
23136,1
38350,1
70072,1
58813,0
60883,0
32512,1
23309,1
58579,0
50443,0
67598,0
95497,0
27682,0
58114,1
110901,1
8199,0
61096,0
62751,1
7762,0
28362,1
39989,1
61177,0
13451,0
63377,1
104596,0
86888,1
80394,1
19947,0
56200,1
85040,0
12228,0
98773,0
14628,0
69511,0
65988,1
95140,1
24339,0
67417,0
27927,0
18053,1
33438,1
59154,0
16459,1
47173,0
23874,1
9184,1
22240,0
43121,1
110973,1
8693,1
44285,1
83959,1
28893,0
14877,0
42510,0
110795,1
11347,0
93920,0
70773,1
18321,0
35719,1
59069,0
12578,1
79018,0
44203,1
25500,1
87987,1
104113,1
94485,1
36052,1
21907,1
100600,1
5169,1
415,1
105157,0
49698,0
51170,1
49957,0
65528,1
54195,0
23793,0
28742,0
98927,0
57349,0
62472,1
68757,1
52223,0
99548,0
91353,1
36948,0
23526,1
100360,1
44354,1
28452,1
62382,0
34272,1
61017,1
106998,1
50285,0
44504,1
74413,1
59612,0
32058,1
49357,1
19677,0
42214,0
15156,1
110286,1
69037,1
8151,1
95239,0
36522,1
54344,0
867,0
23867,1
56221,1
98575,1
33063,1
15813,1
22651,1
26685,0
13640,0
59355,0
42898,0
42220,0
82426,0
44739,1
77447,1
50634,0
76690,0
42052,0
46055,1
54103,0
1858,0
52145,0
830,1
61921,0
10535,0
79123,1
58501,1
72954,0
107677,1
10836,0
59420,0
49461,0
95711,0
100572,1
16405,1
69516,0
111547,0
59310,0
5659,1
105734,1
50958,0
33033,0
105020,1
28295,0
42920,0
1174,0
100421,1
66816,0
99939,0
15404,1
96673,1
12056,1
73654,0
13837,0
14457,1
110952,1
41101,0
52484,0
49968,0
53965,1
12508,0
13301,1
23131,1
73379,1
15182,1
85049,0
101877,0
69993,0
34725,1
69872,0
21872,0
20399,0
95248,0
97125,1
12117,1
39650,1
50348,0
18612,0
101788,0
85719,1
46989,0
77652,1
49300,1
13155,0
33240,0
18403,0
70671,1
35469,1
62373,1
854,1
111057,1
77690,1
19713,1
54531,0
24149,0
80947,1
69672,1
18714,0
63718,0
82967,0
25858,1
72471,0
5652,0
25894,0
107074,1
79989,1
95398,0
42564,0
18537,0
77896,1
86841,1
50320,0
14505,1
66255,0
34719,0
51559,1
65917,1
82728,0
9498,1
80424,1
100502,1
19001,0
60805,0
95020,0
52057,0
13634,0
44942,1
28799,0
95219,1
80494,1
38586,0
82695,0
73377,1
92673,0
39612,1
79676,1
87944,1
61405,0
25983,0
77661,1
10211,1
77942,1
72229,1
34877,1
35180,1
76331,0
78134,1
42760,0
50044,1
1562,0
78472,0
33876,1
21811,1
99685,1
9135,1
106047,0
55178,1
75404,0
24214,0
54935,0
13312,0
7755,0
65011,1
97336,1
54646,0
41841,0
6671,1
109211,1
51084,1
26653,1
40341,1
40528,1
58496,0
2929,1
62577,1
50705,0
45681,0
6770,0
69147,1
4414,1
36565,0
36159,1
77459,1
82092,0
21912,1
54901,0
12393,1
42483,0
111721,1
79318,1
53856,1
82762,0
43886,1
9623,1
108835,0
111544,0
54289,0
82506,0
74540,1
69335,0
51430,0
5533,0
61132,0
7440,0
15471,1
4072,1
1661,0
12500,1
77145,1
111653,1
11354,0
791,0
113789,1
40666,1
70208,1
28755,1
17070,0
28378,1
104804,1
3263,1
18059,0
87945,1
106817,1
1695,0
22699,0
101703,1
36753,1
62636,1
1024,1
76245,0
60654,1
32917,1
26339,0
40989,1
36269,1
69111,1
84863,1
48607,1
42237,0
24553,0
10384,0
26035,0
52713,0
82329,0
10677,0
1122,0
105794,0
76481,0
2860,1
8500,1
78536,0
19673,1
20971,0
4715,1
80705,1
37340,0
69887,1
36692,0
35092,1
78372,0
59472,0
20253,1
72441,0
90361,1
76776,0
45482,0
44215,1
23161,1
33863,1
11371,0
110504,1
8328,0
36056,1
11295,1
21942,0
110355,0
96386,1
23766,1
41537,0
17214,0
62799,1
34207,1
59270,0
60796,0
50036,1
78731,0
22545,0
14846,0
82389,0
98302,1
27764,0
21164,1
26753,0
23248,0
90320,1
39336,0
96002,1
113700,1
13858,0
56840,0
82373,0
7861,0
104746,0
44894,1
52411,0
1898,0
41324,1
12126,1
48999,0
79224,1
109008,1
49275,0
19143,0
54263,1
36683,0
1119,0
9281,1
44128,1
12705,1
27616,0
110657,0
23869,1
41556,0
16411,1
11845,1
38677,0
24869,0
94114,1
7738,0
20721,0
83699,0
52036,0
26846,0
45365,0
8925,1
50709,0
58408,0
39533,1
36643,0
52708,0
66959,0
53665,1
37359,1
51216,1
27588,0
39513,1
9993,1
59085,0
109682,1
110385,1
113674,1
41263,0
19855,1
5705,1
65428,1
7081,0
108168,0
18364,0
47733,1
43782,1
15310,1
65379,1
78990,0
24912,0
40881,1
105674,0
24409,0
94644,1
73376,1
75273,0
52062,0
93054,0
44540,0
52244,1
32486,1
42070,0
60545,0
38558,1
2972,1
85250,1
66301,0
39265,0
93806,0
15464,1
46604,0
84618,1
99359,1
82316,0
24188,0
50304,0
110590,1
74428,1
90831,0
73426,1
48435,0
101,1
19954,1
100611,1
59034,0
6069,1
7848,0
9591,1
7289,0
41680,0
70513,1
26758,0
16170,0
63188,1
30921,1
12466,0
28214,1
24839,0
77346,1
34983,1
49208,1
25383,1
109923,1
7858,0
23990,1
27749,0
34696,0
104830,0
19914,1
9406,1
37317,1
82076,1
15448,1
62554,1
17422,0
76852,1
49393,0
70639,0
101232,0
101523,1
39930,0
20381,0
50379,0
89969,1
61702,1
97225,1
15941,1
7064,0
41394,0
61758,0
101032,0
96618,1
91120,0
82371,0
54757,0
60348,0
98414,1
4869,1
51343,1
42678,0
27012,1
2759,1
45777,0
76186,0
6247,0
5208,1
61588,0
46663,0
11011,1
13176,0
17999,0
47978,0
36649,0
14052,1
26927,0
28898,0
49333,0
50691,0
73934,0
42596,0
59243,0
46505,0
25367,1
40574,1
3067,0
59505,0
106055,1
110633,1
20307,1
77741,1
54951,0
41948,0
24156,0
73362,1
78337,0
94307,1
97996,1
66931,0
106319,0
112453,1
105236,1
9912,1
39445,0
75938,0
112539,1
639,0
52070,0
83206,1
100841,0
108473,0
33941,0
36836,0
42263,0
66236,0
87551,1
93190,0
44479,1
63947,0
42094,0
16234,0
75092,0
42653,0
93721,0
105882,0
32904,1
109701,1
24729,0
107371,1
84562,0
34170,1
80687,1
103981,1
24055,0
51248,0
96674,1
21536,0
48696,0
101909,0
43784,0
87054,1
48361,1
10282,0
95053,1
14615,1
54075,0
101615,0
84851,1
17137,0
383,1
76419,0
18854,0
29881,0
34090,0
15070,1
5412,1
104717,0
42783,0
33711,1
64671,0
19887,0
92641,0
96501,0
9050,1
16515,0
46867,0
175,1
50856,0
4859,1
565,1
24535,0
55822,1
5318,1
106312,1
108981,0
46556,0
61579,0
47674,1
110053,1
66655,0
55384,1
5863,1
26931,0
58777,0
11102,1
35703,1
37686,1
17567,0
13427,0
97421,1
35088,1
7815,0
1775,0
105906,0
7248,0
41685,0
110984,0
15737,1
111790,1
111946,0
83378,1
34642,1
105210,1
47487,1
67140,0
16719,0
35264,1
43294,0
12353,1
7207,1
105686,0
78147,0
98314,0
83214,1
27659,1
24997,0
6872,0
66303,0
24316,0
39743,1
65260,0
27527,0
33210,1
103891,0
84489,1
105802,0
18309,0
7628,0
95316,0
9177,1
94342,0
19723,1
17264,1
32770,1
20104,1
73694,0
36863,0
2511,1
85918,1
32435,0
110494,0
18594,0
37688,1
35412,1
85195,1
69989,0
24749,0
65778,1
95747,0
99557,1
73498,0
81296,0
22023,0
65029,0
45751,0
61470,0
21462,1
111155,0
86323,0
32285,1
31815,1
77520,1
111123,1
14118,1
109563,1
58182,0
23193,1
326,1
109158,1
112630,1
92484,0
7142,0
37726,1
100279,1
31219,0
51711,1
48556,1
77519,1
52501,0
41188,0
3076,0
45813,0
51751,1
6345,0
371,1
7715,0
67434,0
930,0
65746,1
45631,0
24775,0
24248,0
32055,1
9489,1
54210,0
194,1
81750,1
7761,0
105150,1
6873,0
61842,0
97633,1
55142,1
23558,0
94213,1
15723,1
69184,1
45070,0
34720,0
1514,0
94238,1
20707,1
106619,1
52654,0
7678,0
6526,0
97190,1
46543,0
94790,1
37984,1
105859,0
31017,1
13616,0
1421,0
44443,1
41754,0
106975,0
40432,1
62313,1
37002,0
6583,0
15583,1
74874,1
17654,1
27219,1
28468,1
32558,1
62770,1
35663,1
83535,1
66466,0
54656,0
108526,0
36531,0
108756,0
69282,1
41215,1
91315,0
75288,0
939,0
50640,0
100727,0
84934,0
52780,0
90449,0
7145,0
54444,0
55544,1
32648,1
112862,1
75165,1
24877,0
71598,1
54700,0
109055,1
100760,0
1804,1
21801,1
2420,1
18396,0
34632,1
75332,0
69697,0
67607,0
83551,1
90509,0
98213,1
83623,1
44701,0
74934,1
12748,0
38271,1
96902,1
48390,0
7215,0
17309,1
90207,1
61104,0
33848,1
45889,0
50600,1
13284,0
16230,0
36918,0
77104,1
35956,1
32583,1
24670,0
7654,0
82890,0
6681,0
90451,1
79969,1
93730,0
54969,0
34834,1
51580,0
103716,1
41005,1
73436,1
1444,0
109423,0
17203,1
61421,0
25003,1
42115,0
111994,0
69851,0
70458,1
84502,1
49152,1
81266,0
44736,1
61935,0
78011,0
108516,0
95547,0
94323,1
60028,0
90642,0
81656,1
8922,0
65559,1
100587,1
79490,1
322,1
43270,0
13577,0
75008,1
93828,0
16693,0
36287,1
105289,0
90137,1
85206,1
22611,0
17553,1
87937,1
5633,1
76716,1
18552,0
28591,0
7382,0
94960,1
50819,0
26105,1
22060,1
67371,0
93120,0
17990,0
97874,1
61858,0
66031,0
67834,0
98797,0
86351,1
55280,1
10151,1
50373,0
27197,0
47960,1
75689,0
35069,1
54830,0
25585,0
7733,0
63607,1
82615,0
8697,0
74107,1
108076,0
50318,0
23534,1
78925,0
111626,0
82862,0
113900,1
28200,1
52420,0
19756,1
74574,1
59457,0
70031,1
24465,0
48975,0
101906,1
5789,1
87744,1
100409,1
37315,1
8100,0
33416,1
39538,0
46671,0
97475,1
109723,1
84866,1
110485,0
61684,0
40686,1
52493,0
82047,0
113020,1
69870,0
112819,1
46128,0
96471,1
46282,0
26764,0
98441,0
69420,0
13841,0
28597,0
97259,1
69201,1
41265,0
53844,0
33745,1
101139,0
54484,0
2017,0
65174,1
105662,0
42579,0
104223,1
3513,0
17169,1
29702,1
23795,0
16386,0
91606,1
38913,0
19652,1
15825,1
90076,1
72554,1
6567,0
42993,0
2884,1
48990,0
9794,1
70003,1
17410,1
24643,0
62388,1
73950,1
23257,1
66694,0
17029,1
26694,0
88767,0
106616,1
97377,1
52970,0
32933,1
84216,1
18105,0
28785,0
1739,0
110255,0
23062,1
4921,1
9764,1
15831,1
34821,1
103858,1
5731,1
39541,0
56641,0
73039,0
94980,1
39584,1
8765,1
76458,1
10788,0
95436,0
45596,0
26528,0
60901,0
39894,1
110713,1
50712,0
4418,1
76720,0
45895,0
52602,0
1729,0
60826,0
5745,1
94698,1
75144,0
110266,1
48987,0
11249,0
14454,1
22246,0
4731,1
90365,1
28520,1
25411,1
16089,0
55729,1
98273,0
12167,1
113231,1
6114,0
2589,1
8325,0
75691,0
20956,1
24987,0
90504,1
52655,0
35477,1
68840,1
15793,1
19695,1
45826,0
9762,1
15782,1
37003,0
29851,1
90861,0
1891,0
46120,0
74055,1
15609,1
6908,1
69630,0
56024,1
80836,1
8801,1
25182,1
105679,0
65554,1
6947,0
96359,1
92298,0
101965,0
59623,0
61917,0
45798,0
45994,0
110294,1
101601,1
105849,0
99952,0
113592,1
77844,1
24466,0
56914,1
65902,1
83889,1
100808,1
32867,0
6783,0
36799,0
66471,0
73894,0
76054,1
112802,1
35303,1
25452,1
109871,1
39792,1
43645,0
33448,1
81470,1
70014,1
92888,0
83191,0
25949,0
48439,0
98935,0
18765,0
74844,1
48825,0
101648,1
105876,0
36128,1
108315,0
77249,1
39257,0
98285,0
70731,1
8743,0
78924,0
72603,1
17526,0
15239,1
7353,0
81318,0
80110,1
110216,0
109913,1
17531,0
83775,1
35680,1
107209,1
21395,0
58472,0
28751,1
50775,0
79449,0
32912,1
98851,1
66376,0
53977,1
10971,0
72545,0
44210,1
27719,0
20177,0
54148,0
21674,0
94044,1
74229,1
18395,0
18681,0
46514,0
61169,0
53588,0
108027,0
1782,0
110495,0
41671,0
105258,1
33793,1
66585,0
46345,0
27794,0
8726,0
4060,1
27379,0
11719,1
20952,1
15375,1
57985,1
51457,1
23585,0
82294,0
9408,1
34275,1
93513,0
7247,0
64915,1
71983,1
9973,1
111294,0
20885,0
92288,0
59264,0
52623,0
2663,1
59903,0
55247,1
11257,1
108262,0
111384,0
59172,0
14365,1
22995,0
108107,0
13697,0
42563,0
17118,1
49901,1
28573,1
292,1
97184,1
86940,1
58526,0
24448,0
17766,0
10932,0
21258,1
79385,1
60007,0
32220,1
74724,1
13488,0
28064,1
21510,1
58872,0
13894,0
78645,0
101063,1
90546,0
36495,0
6556,0
79646,1
553,1
13224,0
74533,1
101015,0
90575,0
43829,0
11232,1
71972,1
58150,1
1248,0
94281,1
21193,0
3768,0
32176,1
7015,0
78775,0
70621,1
9544,1
112333,1
15137,0
43585,0
34988,1
84984,0
50755,0
90921,0
107852,1
104413,1
67972,0
74823,1
45679,0
40740,1
86356,1
42284,0
60416,0
26781,0
49230,0
99270,1
48746,0
83424,1
61353,0
52823,0
43247,0
75687,0
32605,0
73825,0
61611,0
16282,0
47398,1
23151,1
66970,0
99615,1
110555,1
93225,0
97846,1
69380,0
41992,0
68059,0
30946,1
59105,0
10703,1
10362,0
13483,0
39984,1
32557,1
107638,1
6686,0
6077,1
85233,0
77252,1
93149,0
27278,0
47732,1
76675,0
62211,1
14925,0
80122,1
106014,1
35141,1
50496,0
45650,1
8548,0
61831,0
101301,1
112428,1
72951,1
85400,1
72772,0
61717,0
18901,0
40543,1
24847,0
7929,0
5597,1
38234,1
56918,1
65214,1
28922,1
20355,1
1823,0
72348,0
65578,1
18000,1
98103,1
1102,0
23873,0
5135,1
52274,0
101888,0
50213,0
108100,1
37603,1
66457,0
58058,1
66342,0
96788,1
75043,0
13072,0
55008,1
7930,0
9634,1
96883,1
7459,1
952,1
48587,0
38967,0
62685,1
760,1
76128,0
20016,1
77707,1
47442,0
9616,1
83793,0
7148,0
180,1
73889,0
70950,1
21606,0
43157,1
108435,0
65557,1
82300,1
4314,1
47599,1
33573,1
111698,0
66300,1
63866,0
88148,0
78828,0
95504,0
39024,0
45520,0
4321,1
35041,1
90684,0
33729,1
7711,0
113886,0
18694,0
41983,0
44167,1
26766,0
23578,1
85712,1
48425,0
5340,1
45690,0
6545,0
19805,1
60414,0
95098,0
38638,0
93285,0
42034,0
103927,0
92646,0
49280,0
41956,1
30982,1
41996,0
77464,1
59731,0
82322,0
101384,1
15377,1
45441,0
79621,1
3164,0
46336,0
28934,0
64992,1
76655,0
3006,1
18954,0
30920,1
100879,0
59557,0
17972,0
54504,0
703,1
10243,0
21180,0
23533,1
82938,0
40647,1
73700,1
82070,1
26338,0
43349,0
35702,1
11800,1
42992,0
75727,0
113194,1
96565,1
33327,1
48748,0
111086,1
111665,1
108883,0
55549,1
86949,1
96405,1
70673,1
15082,1
109788,1
54140,1
101009,0
49103,1
94852,1
41737,0
5550,1
24381,0
54865,0
19559,1
97379,1
72618,1
30929,1
73259,1
33977,0
34669,1
4014,1
62957,1
63875,0
106974,1
62926,1
12173,1
56183,1
27279,0
27775,0
41979,0
10774,0
19043,0
73740,0
12624,0
23773,1
46391,0
71957,1
106374,1
90218,1
17391,0
72879,1
27020,0
78746,0
99517,1
36599,0
9383,1
111090,1
95218,1
74500,1
16761,0
22132,0
28817,0
111441,0
473,1
85449,1
94576,1
87991,1
111610,1
101237,0
27978,0
27224,1
69426,0
13500,0
97143,1
78629,0
54519,0
13490,0
846,1
27460,1
88117,0
81429,1
10087,0
42274,0
77977,1
105821,0
24446,0
111781,1
51164,1
113738,1
32921,1
92507,0
25454,1
46221,1
59366,0
96951,0
77253,1
27807,0
54016,0
84590,0
30696,1
103495,0
61321,0
49709,0
74493,0
59177,0
11358,1
111823,0
32943,0
61864,0
101008,0
12973,0
82986,0
1216,0
16768,0
42093,0
41719,0
96749,1
106877,1
38615,0
43856,1
10826,0
27175,0
70334,0
92973,0
112531,1
26818,0
99371,1
47150,1
70957,1
62683,1
9054,1
35158,1
34680,1
100215,1
90867,0
2743,1
25058,1
105595,0
75682,0
24561,0
77581,1
43278,0
100653,0
18307,0
94817,1
66932,0
83626,1
52911,0
67052,0
5903,1
73122,1
112526,1
14687,0
77032,1
74449,1
37731,1
8950,1
73770,1
76225,0
45680,0
43618,1
78583,0
108550,0
66601,0
27129,0
103886,0
52207,0
6309,1
61110,0
18902,0
14269,0
54186,0
50961,0
55631,1
109061,1
25039,0
23137,1
13160,0
22689,0
47980,0
44950,1
10652,1
103667,0
45982,0
11602,1
66979,0
14869,1
25772,0
27723,1
71977,1
20020,1
61250,1
37618,1
40741,1
73530,1
100074,1
